product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,comp1_diff,comp2_diff,comp3_diff,fp1_diff,fp2_diff,fp3_diff
garden7,garden_tools,01-05-2018,9,477.1,16.46,52.9,57,339,2,1800,4.2,102,23,8,3,5,2018,8.756805808,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,-0.5151515200000034,-0.8095238100000017,-0.15789474000000325,5.70696429,2.9496551700000015,3.4800000000000004
garden7,garden_tools,01-06-2018,5,249.5,23.122,49.9,57,339,2,1800,4.2,58,21,9,0,6,2018,8.771929825,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,52.9,0.0,0.0,0.0,3.2311666700000004,-0.12966666999999887,0.24333332999999868
garden7,garden_tools,01-07-2018,6,299.4,20.99,49.9,57,339,2,1800,4.2,54,22,9,1,7,2018,8.711433757,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,-0.00999999999999801,0.0,0.0,-7.383333330000003,-12.291428570000004,0.0
garden7,garden_tools,01-08-2018,7,349.3,24.48142857,49.9,57,339,2,1800,4.2,46,23,8,1,8,2018,11.31276467,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,-0.00999999999999801,0.0,0.0,4.153095239999999,-11.960571430000002,-7.838571430000002
health9,health_beauty,01-02-2017,11,219.89,11.75090909,19.99,48,575,1,100,4.3,19,20,8,2,2,2017,14.94444444,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94,0.0,0.0,-45.0,0.0,0.0,-3.5970909100000004
health9,health_beauty,01-03-2017,9,179.91,13.81888889,19.99,48,575,1,100,4.3,25,23,8,1,3,2017,9.142857143,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99,0.0,-70.0,-45.0,0.0,0.7988888900000006,-3.4433333300000015
health9,health_beauty,01-04-2017,13,259.87,18.03846154,19.99,48,575,1,100,4.3,23,20,10,2,4,2017,5.777777778,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99,0.0,0.0,-45.0,0.0,0.0,2.8695726500000003
health9,health_beauty,01-05-2017,16,319.84,14.8475,19.99,48,575,1,100,4.3,41,23,8,1,5,2017,9.805555556,4500,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,19.99,0.0,-70.0,-45.0,0.0,-1.250833329999999,0.035624999999999574
health9,health_beauty,01-06-2017,21,419.79,12.68333333,19.99,48,575,1,100,4.3,53,22,8,1,6,2017,7.345238095,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99,0.0,-70.0,-38.80952381,0.0,-1.4800000000000004,-1.2200000000000006
health9,health_beauty,01-07-2017,29,579.71,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,7,2017,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99,0.0,-70.0,-39.266666670000006,0.0,-0.9836511200000011,-6.862827590000002
health9,health_beauty,01-08-2017,28,651.72,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,8,2017,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99,0.0,-66.59259259,-35.59259259,0.0,0.8662301499999998,-1.9641233799999984
health9,health_beauty,01-09-2017,24,575.76,16.12,23.99,48,575,1,100,4.3,89,21,9,1,9,2017,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741,0.0,-66.0,-35.0,0.0,2.1557142900000006,0.48080000000000034
health9,health_beauty,01-10-2017,27,647.73,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,10,2017,12.0,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99,0.0,-66.0,-35.0,0.0,-3.4262499999999996,-5.92859649
health9,health_beauty,01-11-2017,28,671.72,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,11,2017,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99,0.0,-66.0,-35.0,0.0,-4.61502748,-3.3363095299999994
health9,health_beauty,01-12-2017,19,455.81,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,12,2017,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99,0.0,-66.0,-35.0,0.0,-3.43789473,-3.8753801099999983
health9,health_beauty,01-01-2018,19,455.81,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99,0.0,-66.0,-35.0,0.0,-3.52363158,-11.390964910000001
health9,health_beauty,01-02-2018,14,335.86,12.55,23.99,48,575,1,100,4.3,126,20,8,2,2,2018,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99,0.0,-66.0,-35.0,0.0,-3.75764706,-7.024999999999999
health9,health_beauty,01-03-2018,8,191.92,14.19875,23.99,48,575,1,100,4.3,169,22,9,1,3,2018,9.142857143,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99,0.0,-59.75,-35.0,0.0,2.3218750000000004,-1.0292499999999993
health9,health_beauty,01-05-2018,7,167.93,7.988571429,23.99,48,575,1,100,4.3,159,23,8,3,5,2018,9.805555556,4500,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,23.94,0.0,-56.0,-35.0,0.0,-13.954553570999998,-1.4339285709999992
health9,health_beauty,01-06-2018,3,71.97,16.27,23.99,48,575,1,100,4.3,131,21,9,0,6,2018,7.345238095,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99,0.0,-56.0,-35.0,0.0,2.90769231,-0.16000000000000014
health9,health_beauty,01-07-2018,3,71.97,18.81,23.99,48,575,1,100,4.3,113,22,9,1,7,2018,9.123015873,4500,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,23.99,0.0,-56.0,-35.0,0.0,2.0649999999999977,11.139999999999999
health9,health_beauty,01-08-2018,2,47.98,16.77,23.99,48,575,1,100,4.3,127,23,8,1,8,2018,8.007936508,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99,0.0,-58.83142857,-35.0,0.0,4.3514285699999995,4.686666669999999
cool4,cool_stuff,01-07-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,42,21,10,1,7,2017,1.428571429,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94,35.000000000000014,5.0,0.0,-0.8290909100000015,-3.015625,0.0
cool4,cool_stuff,01-08-2017,1,134.99,15.7,134.99,40,1456,1,2425,3.8,39,23,8,1,8,2017,1.428571429,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99,35.000000000000014,18.062500000000014,0.0,-3.275000000000002,-3.321249999999999,0.0
cool4,cool_stuff,01-10-2017,12,1763.88,18.755,146.99,40,1456,1,2425,3.8,33,22,9,2,10,2017,17.14285714,16530,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,146.94,47.000000000000014,27.000000000000014,0.0,1.8049999999999997,-1.2420000000000009,0.0
cool4,cool_stuff,01-11-2017,27,4248.73,20.83703704,157.3603704,40,1456,1,2425,3.8,42,22,8,4,11,2017,38.57142857,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,146.99,57.3703704,27.370370399999985,0.0,4.6495370399999985,-1.8374074,0.0
cool4,cool_stuff,01-12-2017,29,4842.71,24.47137931,166.99,40,1456,1,2425,3.8,38,21,10,1,12,2017,41.42857143,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,157.3603704,67.00000000000001,37.0,0.0,9.20471264,-1.1186206900000002,0.0
cool4,cool_stuff,01-01-2018,13,2170.87,25.28615385,166.99,40,1456,1,2425,3.8,102,23,8,2,1,2018,34.21052632,16530,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99,67.00000000000001,37.0,137.49,8.746153850000002,7.8761538500000015,8.753522270000001
cool4,cool_stuff,01-02-2018,8,1415.92,22.87625,176.99,40,1456,1,2425,3.8,20,20,8,2,2,2018,21.05263158,16530,99.99,4.2,13.72,129.99,4.3,16.71,176.99,3.8,22.87625,166.99,77.00000000000001,47.0,0.0,9.156249999999998,6.166249999999998,0.0
cool4,cool_stuff,01-03-2018,11,1911.89,23.95454545,173.8081818,40,1456,1,2425,3.8,45,22,9,1,3,2018,28.94736842,16530,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,176.99,73.8181818,43.81818179999999,138.8081818,3.17454545,5.464545450000003,7.698391600000001
cool4,cool_stuff,01-04-2018,6,1019.94,24.87833333,169.99,40,1456,1,2425,3.8,18,21,9,1,4,2018,15.78947368,16530,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,173.8081818,80.12666667,40.0,134.99,5.0016666600000015,1.3883333300000018,10.03333333
health3,health_beauty,01-01-2018,1,110.99,44.63,110.99,50,1257,1,700,4.1,98,23,8,2,1,2018,0.641025641,5700,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,110.94,87.0,21.0,51.99999999999999,33.34263158,29.819000000000003,21.95166667
health3,health_beauty,01-02-2018,2,221.98,20.55,110.99,50,1257,1,700,4.1,126,20,8,2,2,2018,1.282051282,5700,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,110.99,87.0,21.0,51.99999999999999,8.0,4.24235294,0.9750000000000014
health3,health_beauty,01-03-2018,9,998.91,38.19222222,110.99,50,1257,1,700,4.1,169,22,9,1,3,2018,5.769230769,5700,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,110.99,87.0,27.25,51.99999999999999,23.993472219999997,26.31534722,22.964222219999996
health3,health_beauty,01-04-2018,13,1514.87,37.09153846,116.5284615,50,1257,1,700,4.1,118,21,9,1,4,2018,8.333333333,5700,116.5284615,4.1,37.09153846,79.99,4.1,14.485,58.99,3.9,16.30272727,110.99,0.0,36.53846150000001,57.538461500000004,0.0,22.606538460000003,20.788811190000004
health3,health_beauty,01-05-2018,23,2759.77,31.5826087,119.99,50,1257,1,700,4.1,159,23,8,3,5,2018,14.74358974,5700,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,116.5284615,96.0,40.0,60.99999999999999,23.594037271,9.639483700000003,22.160108700000002
health3,health_beauty,01-06-2018,43,5288.57,35.51837209,122.99,50,1257,1,700,4.1,131,21,9,0,6,2018,27.56410256,5700,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,119.99,99.0,43.0,63.99999999999999,19.24837209,22.156064399999998,19.08837209
health3,health_beauty,01-07-2018,33,4058.67,33.01,122.99,50,1257,1,700,4.1,113,22,9,1,7,2018,21.15384615,5700,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,122.99,99.0,43.0,63.99999999999999,14.2,16.264999999999997,25.339999999999996
